,index,Unnamed: 0,relatie_code,storing_idnummer,storing_melddatum,storing_medium,storing_materiaal,storing_type,storing_type_hulpstuk,storing_aanlegjaar,storing_wanddikte,storing_diameter,storing_bomen,storing_relining,storing_relining_jaar,storing_kathodische_bescherming,storing_pmax,storing_pdifference,storing_lengte_scheur,storing_grond_dekking,storing_verkeersdrempels,storing_drempelafstand,storing_verschijningsvorm,storing_bescherminginwendig,storing_soortoorzaak,storing_oorzaak1spontanestoring,storing_oorzaak2spontanestoring,storing_oorzaakinternebedrijfsvoering,storing_storendobject,Unnamed: 29,age_at_failure,construction_year_vs_graph_year
634,83,273,B,-,2012-02-07 00:00:00,-,MAT_ST,-,-,1934-01-01,10,80.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_GEEN,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,78.09993155373031,85.99863107460644
635,84,909,A,-,2012-05-03 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1975-01-01,,150.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHUIF,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,37.33607118412046,44.99931553730322
636,85,1967,C,-,2012-09-08 00:00:00,-,MAT_GG,TYP_LMOF,-,1959-01-01,10,125.0,BOM_ONB,-,-1,BU_GG_BIT,-1,-1,-,-,-,-,-,BI_GG_GEEN,ORZ_SPONTAAN,,,,BUIS,,53.686516084873375,60.99931553730322
637,86,417,B,-,2012-02-18 00:00:00,-,MAT_AC,-,-,1970-01-01,14,100.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,42.130047912388775,49.998631074606436
638,87,1588,B,-,2012-07-23 00:00:00,-,MAT_ST,-,-,1950-01-01,,100.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,62.55715263518138,69.99863107460644
640,89,1400,B,-,2012-07-02 00:00:00,-,MAT_ST,-,-,1967-01-01,,100.0,BOM_JA,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,45.50034223134839,52.99931553730322
641,90,1063,B,-,2012-05-25 00:00:00,-,MAT_ST,-,-,1962-01-01,,100.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,50.39561943874059,57.998631074606436
642,91,644,A,-,2012-03-22 00:00:00,-,MAT_AC,-,-,1951-01-01,14,100.0,BOM_NEE,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,61.22108145106092,68.99931553730322
644,93,448,C,-,2012-02-21 00:00:00,-,MAT_PVC,TYP_TRV_STEEK,-,2011-01-01,4,103.0,BOM_ONB,-,-1,-,-1,-1,-,-,-,-,-,-,ORZ_SPONTAAN,,,,BUIS,,1.1389459274469542,8.999315537303216
646,95,2359,B,-,2012-10-30 00:00:00,-,MAT_PVC,-,-,1973-01-01,,160.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,BUIS_AND,-,ORZ_SPONTAAN,,,,BUIS,,39.827515400410675,46.997946611909654
647,96,846,A,-,2012-04-23 00:00:00,-,MAT_GG,-,-,1979-01-01,12.5,275.0,BOM_NEE,-,-1,BU_GG_GEEN,-1,-1,-,-,-,-,BUIS_SCHERF,BI_GG_CL,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,33.308692676249144,40.99931553730322
649,98,2021,B,-,2012-09-14 00:00:00,-,MAT_AC,-,-,1971-01-01,,100.0,BOM_NEE,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,41.70294318959617,48.99931553730322
650,99,477,A,-,2012-02-24 00:00:00,-,MAT_PVC,TYP_PVCLIJM,-,1976-01-01,,160.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHEUR,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,VERB,,36.14784394250513,44.0
651,100,1182,A,-,2012-06-05 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1954-01-01,,150.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_AFD,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,58.42573579739904,65.99863107460644
652,101,1738,B,-,2012-08-14 00:00:00,-,MAT_ST,-,-,1927-01-01,,100.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,,,,BUIS,,85.61806981519507,92.99931553730322
653,102,2688,B,-,2012-12-15 00:00:00,-,MAT_AC,-,-,1962-01-01,,100.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,50.954140999315534,57.998631074606436
654,103,2373,B,-,2012-10-31 00:00:00,-,MAT_AC,-,-,1972-01-01,,200.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,,,,BUIS,,40.832306639288156,48.0
655,104,86,A,-,2012-01-17 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1955-01-01,,100.0,BOM_JA,-,-1,-,-1,-1,-,-,-,-,VERB_SCHUIF,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,57.04312114989733,64.99931553730322
656,105,1440,B,-,2012-07-05 00:00:00,-,MAT_AC,-,-,1964-01-01,10,100.0,BOM_NEE,-,-1,BU_AC_ONB,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,48.50924024640657,56.0
657,106,480,A,-,2012-02-25 00:00:00,-,MAT_PE,TYP_FLENS,-,1989-01-01,,250.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHEUR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,23.148528405201915,30.99794661190965
658,107,2594,B,-,2012-12-05 00:00:00,-,MAT_AC,-,-,1976-01-01,,100.0,BOM_JA,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_SCHERF,-,ORZ_SPONTAAN,,,,BUIS,,36.92813141683778,44.0
659,108,510,A,-,2012-02-28 00:00:00,-,MAT_AC,-,-,1938-01-01,12,100.0,BOM_JA,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,74.1574264202601,81.99863107460644
660,109,1937,A,-,2012-09-04 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1961-01-01,,100.0,BOM_JA,-,-1,-,-1,-1,-,-,-,-,VERB_SCHUIF,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,51.67419575633128,58.997946611909654
661,110,2525,A,-,2012-11-22 00:00:00,-,MAT_PVC,-,-,1998-01-01,6.2,160.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,14.8911704312115,21.998631074606433
662,111,474,A,-,2012-02-24 00:00:00,-,MAT_PVC,TYP_NTRV_STEEK,-,2011-01-01,,50.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHUIF,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,1.1471594798083504,8.999315537303216
663,112,683,C,-,2012-03-28 00:00:00,-,MAT_PVC,TYP_TRV_STEEK,-,2011-01-01,3,85.0,BOM_ONB,-,-1,-,-1,-1,-,-,-,-,-,-,ORZ_SPONTAAN,,,,BUIS,,1.2375085557837098,8.999315537303216
664,113,241,A,-,2012-02-06 00:00:00,-,MAT_BET,TYP_NTRV_STEEK,-,1971-01-01,,700.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_AFD,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,VERB,,41.097878165639976,48.99931553730322
665,114,2592,C,-,2012-12-04 00:00:00,-,MAT_NG,TYP_AND,-,1996-01-01,9,204.0,BOM_ONB,-,-1,BU_NG_ONB,-1,-1,-,-,-,-,-,BI_NG_CL,ORZ_SPONTAAN,,,,BUIS,,16.92539356605065,24.0
666,115,1604,B,-,2012-07-26 00:00:00,-,MAT_ST,-,-,1962-01-01,,100.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,50.56536618754278,57.998631074606436
667,116,324,A,-,2012-02-10 00:00:00,-,MAT_GG,-,-,1979-01-01,9,100.0,BOM_NEE,-,-1,BU_GG_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,BI_GG_ONB,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,33.1088295687885,40.99931553730322
668,117,58,A,-,2012-01-11 00:00:00,-,MAT_PVC,TYP_PVCLIJM,-,1973-01-01,,110.0,BOM_JA,-,-1,-,-1,-1,-,-,-,-,VERB_SCHUIF,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,39.02532511978097,46.997946611909654
669,118,609,B,-,2012-03-16 00:00:00,-,MAT_ST,-,-,1954-01-01,,100.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,58.20396988364134,65.99863107460644
675,124,387,B,-,2012-02-15 00:00:00,-,MAT_GG,-,-,1959-01-01,,100.0,BOM_NEE,-,-1,BU_GG_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,BI_GG_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,53.12251882272416,60.99931553730322
676,125,1972,B,-,2012-09-08 00:00:00,-,MAT_ST,-,-,1964-01-01,,100.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,,,,BUIS,,48.68720054757016,56.0
677,126,1316,A,-,2012-06-22 00:00:00,-,MAT_PE,TYP_AND,-,1986-01-01,,63.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHEUR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,26.472279260780287,33.998631074606436
678,127,2519,A,-,2012-11-20 00:00:00,-,MAT_AC,TYP_AND,-,1981-01-01,,150.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHEUR,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,VERB,,31.88501026694045,38.997946611909654
679,128,738,B,-,2012-04-04 00:00:00,-,MAT_PVC,-,-,1973-01-01,6,160.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,39.25530458590007,46.997946611909654
681,130,757,A,-,2012-04-10 00:00:00,-,MAT_BET,TYP_NTRV_STEEK,-,1994-01-01,,700.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_AFD,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,VERB,,18.272416153319643,25.998631074606433
682,131,1163,B,-,2012-06-04 00:00:00,-,MAT_ST,-,-,1944-01-01,,80.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,,,,BUIS,,68.42436687200548,76.0
684,133,2672,B,-,2012-12-13 00:00:00,-,MAT_GG,-,-,1963-01-01,,100.0,BOM_NEE,-,-1,BU_GG_BIT,-1,-1,-,-,-,-,BUIS_RONDBR,BI_GG_ONB,ORZ_SPONTAAN,,,,BUIS,,49.949349760438054,56.99931553730322
685,134,1268,B,-,2012-06-15 00:00:00,-,MAT_AC,-,-,1953-01-01,,150.0,BOM_NEE,-,-1,BU_AC_ONB,-1,-1,-,-,-,-,BUIS_SCHERF,-,ORZ_SPONTAAN,,,,BUIS,,59.45242984257358,66.99794661190965
686,135,1991,B,-,2012-09-11 00:00:00,-,MAT_ST,-,-,1954-01-01,,100.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_GEEN,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,58.69404517453799,65.99863107460644
687,136,2553,B,-,2012-11-27 00:00:00,-,MAT_AC,-,-,1974-01-01,,100.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,38.90485968514716,45.998631074606436
688,137,1876,C,-,2012-08-28 00:00:00,-,MAT_NG,TYP_AND,-,1998-01-01,9,126.0,BOM_ONB,-,-1,BU_NG_ONB,-1,-1,-,-,-,-,-,BI_NG_CL,ORZ_SPONTAAN,,,,BUIS,,14.655715263518138,21.998631074606433
689,138,1862,B,-,2012-08-27 00:00:00,-,MAT_ST,-,-,1960-01-01,,100.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,52.65434633812457,60.0
690,139,1591,B,-,2012-07-23 00:00:00,-,MAT_AC,-,-,1959-01-01,,200.0,BOM_NEE,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,53.55783709787816,60.99931553730322
691,140,1635,B,-,2012-07-30 00:00:00,-,MAT_AC,-,-,1973-01-01,,100.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,,,,BUIS,,39.57563312799452,46.997946611909654
692,141,1073,A,-,2012-05-26 00:00:00,-,MAT_AC,-,-,1972-01-01,15,150.0,BOM_JA,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,40.39972621492129,48.0
693,142,1154,B,-,2012-06-03 00:00:00,-,MAT_ST,-,-,1955-01-01,,125.0,BOM_NEE,-,-1,BU_ST_ONB,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,,,,BUIS,,57.42094455852156,64.99931553730322
694,143,2008,A,-,2012-09-13 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1971-01-01,,50.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHEUR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,41.700205338809035,48.99931553730322
695,144,1671,B,-,2012-08-04 00:00:00,-,MAT_ST,-,-,1967-01-01,,100.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,45.59069130732375,52.99931553730322
697,146,2149,A,-,2012-10-02 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1961-01-01,,300.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHEUR,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,VERB,,51.75085557837098,58.997946611909654
699,148,354,C,-,2012-02-13 00:00:00,-,MAT_GG,TYP_LMOF,-,1955-01-01,10,125.0,BOM_ONB,-,-1,BU_GG_BIT,-1,-1,-,-,-,-,-,BI_GG_GEEN,ORZ_SPONTAAN,,,,BUIS,,57.1170431211499,64.99931553730322
700,149,1383,A,-,2012-06-29 00:00:00,-,MAT_AC,TYP_FLENS,-,1963-01-01,,300.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHEUR,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,VERB,,49.492128678986994,56.99931553730322
701,150,1372,B,-,2012-06-28 00:00:00,-,MAT_ST,-,-,1928-01-01,,100.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,84.49007529089664,92.0
702,151,2425,A,-,2012-11-07 00:00:00,-,MAT_PVC,-,-,1979-01-01,3.3,110.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,33.8507871321013,40.99931553730322
703,152,2401,B,-,2012-11-03 00:00:00,-,MAT_AC,-,-,1970-01-01,,100.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,42.83915126625599,49.998631074606436
704,153,2514,A,-,2012-11-20 00:00:00,-,MAT_AC,-,-,1943-01-01,12,100.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,69.88637919233402,76.99931553730322
705,154,1011,A,-,2012-05-16 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1955-01-01,,100.0,BOM_JA,-,-1,-,-1,-1,-,-,-,-,VERB_AFD,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,VERB,,57.37166324435318,64.99931553730322
706,155,1631,B,-,2012-07-29 00:00:00,-,MAT_ST,-,-,1958-01-01,,100.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,54.573579739904176,61.998631074606436
707,156,1539,A,-,2012-07-16 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1952-01-01,,100.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_AFD,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,VERB,,60.539356605065024,68.0
708,157,1707,B,-,2012-08-10 00:00:00,-,MAT_ST,-,-,1932-01-01,,100.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,,,,BUIS,,80.60780287474333,88.0
709,158,290,A,-,2012-02-08 00:00:00,-,MAT_AC,-,-,1967-01-01,12,100.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,45.10335386721424,52.99931553730322
710,159,2622,B,-,2012-12-08 00:00:00,-,MAT_AC,-,-,1968-01-01,,100.0,BOM_JA,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_SCHERF,-,ORZ_SPONTAAN,,,,BUIS,,44.936344969199176,52.0
711,160,1351,A,-,2012-06-25 00:00:00,-,MAT_PVC,TYP_NTRV_STEEK,-,1971-01-01,,200.0,BOM_JA,-,-1,-,-1,-1,-,-,-,-,VERB_SCHEUR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,41.48117727583847,48.99931553730322
712,161,1787,A,-,2012-08-20 00:00:00,-,MAT_AC,-,-,1965-01-01,12,100.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,47.6331279945243,54.997946611909654
713,162,1856,A,-,2012-08-27 00:00:00,-,MAT_PVC,-,-,1975-01-01,4.7,160.0,BOM_JA,-,-1,-,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,37.65366187542779,44.99931553730322
714,163,140,A,-,2012-01-24 00:00:00,-,MAT_PE,TYP_NTRV_STEEK,-,1967-01-01,,110.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHUIF,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,45.06228610540725,52.99931553730322
715,164,1726,A,-,2012-08-13 00:00:00,-,MAT_AC,-,-,1978-01-01,12,100.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,34.614647501711154,41.998631074606436
716,165,1804,B,-,2012-08-22 00:00:00,-,MAT_ST,-,-,1966-01-01,,80.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,46.639288158795345,53.998631074606436
717,166,814,B,-,2012-04-18 00:00:00,-,MAT_ST,-,-,1959-01-01,,150.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,,,,BUIS,,53.295003422313485,60.99931553730322
718,167,2545,A,-,2012-11-26 00:00:00,-,MAT_PVC,TYP_NTRV_STEEK,-,1974-01-01,,110.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHUIF,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,38.902121834360024,45.998631074606436
720,169,2282,B,-,2012-10-20 00:00:00,-,MAT_ST,-,-,1964-01-01,,100.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_GEEN,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,48.80219028062971,56.0
722,171,2462,A,-,2012-11-12 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1959-01-01,,150.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_AFD,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,53.86447638603696,60.99931553730322
723,172,1986,B,-,2012-09-11 00:00:00,-,MAT_AC,-,-,1990-01-01,,100.0,BOM_JA,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,,,,BUIS,,22.694045174537987,29.998631074606433
724,173,1598,A,-,2012-07-24 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1935-01-01,,250.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHUIF,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,77.56057494866529,84.99931553730322
725,174,2554,A,-,2012-11-27 00:00:00,-,MAT_AC,-,-,1982-01-01,12,100.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,30.90485968514716,37.998631074606436
726,175,2289,A,-,2012-10-22 00:00:00,-,MAT_PE,-,-,1974-01-01,6.3,110.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,38.8062970568104,45.998631074606436
727,176,1646,B,-,2012-07-31 00:00:00,-,MAT_ST,-,-,1949-01-01,,125.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,63.578370978781656,70.99794661190965
728,177,80,A,-,2012-01-16 00:00:00,-,MAT_BET,TYP_AND,-,1929-01-01,,500.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHEUR,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,ORZ_SPON2_AANT,,VERB,,83.03901437371663,90.99794661190965
729,178,2209,A,-,2012-10-09 00:00:00,-,MAT_AC,-,-,1954-01-01,12,100.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,58.770704996577685,65.99863107460644
730,179,611,B,-,2012-03-16 00:00:00,-,MAT_ST,-,-,1954-01-01,,100.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,58.20396988364134,65.99863107460644
731,180,1667,B,-,2012-08-04 00:00:00,-,MAT_AC,-,-,1973-01-01,,100.0,BOM_NEE,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,39.58932238193019,46.997946611909654
733,182,1663,B,-,2012-08-03 00:00:00,-,MAT_ST,-,-,1958-01-01,,100.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,54.587268993839835,61.998631074606436
734,183,2634,B,-,2012-12-10 00:00:00,-,MAT_AC,-,-,1962-01-01,,100.0,BOM_NEE,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,50.940451745379875,57.998631074606436
735,184,1606,C,-,2012-07-26 00:00:00,-,MAT_NG,TYP_AND,-,1989-01-01,9,126.0,BOM_ONB,-,-1,BU_NG_ZI,-1,-1,-,-,-,-,-,BI_NG_CL,ORZ_SPONTAAN,,,,BUIS,,23.564681724845997,30.99794661190965
737,186,2110,C,-,2012-09-27 00:00:00,-,MAT_PVC,TYP_TRV_STEEK,-,1968-01-01,6,188.0,BOM_ONB,-,-1,-,-1,-1,-,-,-,-,-,-,ORZ_SPONTAAN,,,,BUIS,,44.73921971252567,52.0
738,187,2650,B,-,2012-12-11 00:00:00,-,MAT_AC,-,-,1962-01-01,,50.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,50.94318959616701,57.998631074606436
739,188,2445,B,-,2012-11-09 00:00:00,-,MAT_AC,-,-,1961-01-01,,125.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,51.854893908282,58.997946611909654
740,189,748,B,-,2012-04-06 00:00:00,-,MAT_ST,-,-,1968-01-01,,80.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,,,,BUIS,,44.26283367556468,52.0
741,190,2626,B,-,2012-12-09 00:00:00,-,MAT_AC,-,-,1991-01-01,,100.0,BOM_JA,-,-1,BU_AC_ONB,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,21.93839835728953,28.999315537303218
